,index,Date/Time,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
22718,5150,2012-08-02 14:00:00,29.6,18.8,52,13,24.1,100.44,Mainly Clear
22719,5151,2012-08-02 15:00:00,29.8,18.9,52,19,24.1,100.43,Mostly Cloudy
22720,5152,2012-08-02 16:00:00,30.0,17.8,48,22,24.1,100.4,Mostly Cloudy
22721,5153,2012-08-02 17:00:00,29.9,16.1,43,20,24.1,100.41,Mostly Cloudy
22722,5154,2012-08-02 18:00:00,28.4,16.3,48,15,24.1,100.42,Mostly Cloudy
22723,5155,2012-08-02 19:00:00,27.7,14.8,45,15,24.1,100.44,Mostly Cloudy
22724,5156,2012-08-02 20:00:00,27.2,15.4,48,19,25.0,100.52,Cloudy
22725,5157,2012-08-02 21:00:00,26.8,15.5,50,24,25.0,100.53,Cloudy
22726,5158,2012-08-02 22:00:00,25.7,15.9,55,17,25.0,100.52,Cloudy
22727,5159,2012-08-02 23:00:00,25.0,17.1,62,24,25.0,100.5,Mostly Cloudy
22728,5160,2012-08-03 00:00:00,24.4,16.9,63,17,25.0,100.5,Mainly Clear
22729,5161,2012-08-03 01:00:00,24.1,16.9,64,13,25.0,100.5,Mainly Clear
22730,5162,2012-08-03 02:00:00,23.5,17.3,68,13,25.0,100.52,Mostly Cloudy
22731,5163,2012-08-03 03:00:00,23.4,18.0,72,15,25.0,100.54,Mostly Cloudy
22732,5164,2012-08-03 04:00:00,22.9,17.8,73,15,25.0,100.6,Cloudy
22733,5165,2012-08-03 05:00:00,22.3,17.9,76,11,24.1,100.68,Mainly Clear
22734,5166,2012-08-03 06:00:00,22.5,18.3,77,13,24.1,100.74,Mainly Clear
22735,5167,2012-08-03 07:00:00,23.2,18.5,75,17,24.1,100.81,Mainly Clear
22736,5168,2012-08-03 08:00:00,24.1,18.5,71,13,24.1,100.87,Clear
22737,5169,2012-08-03 09:00:00,25.6,17.8,62,15,24.1,100.91,Mainly Clear
22738,5170,2012-08-03 10:00:00,26.0,17.7,60,11,24.1,100.95,Mainly Clear
22739,5171,2012-08-03 11:00:00,27.1,17.3,55,13,24.1,100.99,Mainly Clear
22740,5172,2012-08-03 12:00:00,27.1,16.7,53,17,24.1,101.03,Mainly Clear
22741,5173,2012-08-03 13:00:00,28.2,16.6,49,19,24.1,101.07,Mainly Clear
22742,5174,2012-08-03 14:00:00,27.6,15.6,48,24,24.1,101.1,Mainly Clear
22743,5175,2012-08-03 15:00:00,29.2,16.7,47,17,24.1,101.11,Mainly Clear
22744,5176,2012-08-03 16:00:00,28.9,15.9,45,20,24.1,101.1,Mainly Clear
22745,5177,2012-08-03 17:00:00,28.0,16.0,48,20,48.3,101.14,Clear
22746,5178,2012-08-03 18:00:00,27.2,16.1,51,11,48.3,101.18,Clear
22747,5179,2012-08-03 19:00:00,25.5,15.6,54,7,48.3,101.24,Clear
22748,5180,2012-08-03 20:00:00,23.9,15.7,60,6,24.1,101.31,Clear
22749,5181,2012-08-03 21:00:00,22.0,15.9,68,6,25.0,101.39,Clear
22750,5182,2012-08-03 22:00:00,23.3,15.3,61,9,25.0,101.42,Clear
22751,5183,2012-08-03 23:00:00,23.1,15.2,61,4,25.0,101.49,Clear
22752,5184,2012-08-04 00:00:00,21.3,15.3,69,9,25.0,101.51,Clear
22753,5185,2012-08-04 01:00:00,22.3,15.2,64,9,25.0,101.55,Mostly Cloudy
22754,5186,2012-08-04 02:00:00,22.0,15.0,64,7,25.0,101.59,Mostly Cloudy
22755,5187,2012-08-04 03:00:00,21.8,14.8,64,6,25.0,101.61,Mostly Cloudy
22756,5188,2012-08-04 04:00:00,22.1,14.2,61,7,24.1,101.62,Cloudy
22757,5189,2012-08-04 05:00:00,21.3,14.3,64,11,48.3,101.65,Cloudy
22758,5190,2012-08-04 06:00:00,20.2,16.0,77,9,48.3,101.67,Mostly Cloudy
22759,5191,2012-08-04 07:00:00,21.8,15.3,67,17,48.3,101.75,Mainly Clear
22760,5192,2012-08-04 08:00:00,23.1,15.6,63,13,48.3,101.75,Mainly Clear
22761,5193,2012-08-04 09:00:00,24.7,16.4,60,15,24.1,101.73,Mainly Clear
22762,5194,2012-08-04 10:00:00,27.2,17.2,54,13,24.1,101.72,Mainly Clear
22763,5195,2012-08-04 11:00:00,28.3,18.0,54,17,24.1,101.69,Clear
22764,5196,2012-08-04 12:00:00,30.1,19.2,52,9,25.0,101.62,Clear
22765,5197,2012-08-04 13:00:00,31.2,18.1,46,11,24.1,101.56,Clear
22766,5198,2012-08-04 14:00:00,32.0,18.3,44,17,24.1,101.48,Clear
22767,5199,2012-08-04 15:00:00,32.8,18.8,44,17,24.1,101.39,Clear
22768,5200,2012-08-04 16:00:00,32.5,18.5,44,15,24.1,101.34,Clear
22769,5201,2012-08-04 17:00:00,32.5,19.8,47,13,24.1,101.32,Clear
22770,5202,2012-08-04 18:00:00,32.2,20.1,49,13,24.1,101.29,Mostly Cloudy
22771,5203,2012-08-04 19:00:00,30.8,19.2,50,20,24.1,101.23,Mainly Clear
22772,5204,2012-08-04 20:00:00,29.2,18.7,53,19,24.1,101.23,Clear
22773,5205,2012-08-04 21:00:00,27.5,18.4,58,17,25.0,101.3,Mainly Clear
22774,5206,2012-08-04 22:00:00,26.5,18.2,60,13,25.0,101.28,Mainly Clear
22775,5207,2012-08-04 23:00:00,26.2,18.6,63,17,25.0,101.27,Clear
22776,5208,2012-08-05 00:00:00,25.7,19.0,67,19,25.0,101.24,Clear
22777,5209,2012-08-05 01:00:00,25.1,19.2,70,19,25.0,101.19,Clear
22778,5210,2012-08-05 02:00:00,24.2,19.3,74,19,25.0,101.16,Clear
22779,5211,2012-08-05 03:00:00,24.4,19.3,73,22,25.0,101.06,Mainly Clear
22780,5212,2012-08-05 04:00:00,24.3,19.6,75,19,25.0,101.04,Mainly Clear
22781,5213,2012-08-05 05:00:00,24.1,19.8,77,22,24.1,101.02,Mostly Cloudy
22782,5214,2012-08-05 06:00:00,24.6,20.2,77,19,24.1,100.96,Cloudy
22783,5215,2012-08-05 07:00:00,25.9,20.7,73,22,24.1,100.89,Cloudy
22784,5216,2012-08-05 08:00:00,26.5,21.0,72,24,24.1,100.8,Cloudy
22785,5217,2012-08-05 09:00:00,26.9,21.3,71,24,19.3,100.72,Mostly Cloudy
22786,5218,2012-08-05 10:00:00,24.8,22.6,88,22,19.3,100.71,Cloudy
22787,5219,2012-08-05 11:00:00,27.9,23.2,76,24,24.1,100.63,Mostly Cloudy
22788,5220,2012-08-05 12:00:00,29.7,22.2,64,19,24.1,100.5,Mostly Cloudy
22789,5221,2012-08-05 13:00:00,25.2,23.0,88,24,12.9,100.4,Rain Showers
22790,5222,2012-08-05 14:00:00,24.9,22.9,89,26,16.1,100.42,Rain Showers
22791,5223,2012-08-05 15:00:00,29.0,24.4,76,13,24.1,100.31,Mostly Cloudy
22792,5224,2012-08-05 16:00:00,31.1,22.0,58,28,24.1,100.26,Mostly Cloudy
22793,5225,2012-08-05 17:00:00,30.1,21.1,59,22,24.1,100.2,Cloudy
22794,5226,2012-08-05 18:00:00,25.0,22.0,83,22,19.3,100.28,"Thunderstorms,Rain Showers"
22795,5227,2012-08-05 19:00:00,24.2,22.2,89,26,16.1,100.29,Rain Showers
22796,5228,2012-08-05 20:00:00,24.3,21.8,86,32,25.0,100.32,Cloudy
22797,5229,2012-08-05 21:00:00,23.9,21.2,85,32,25.0,100.43,Mainly Clear
22798,5230,2012-08-05 22:00:00,23.9,20.0,79,26,25.0,100.5,Mainly Clear
22799,5231,2012-08-05 23:00:00,23.1,17.4,70,30,25.0,100.58,Clear
22800,5232,2012-08-06 00:00:00,21.7,13.7,60,24,25.0,100.67,Clear
22801,5233,2012-08-06 01:00:00,20.7,14.3,67,24,25.0,100.7,Mainly Clear
22802,5234,2012-08-06 02:00:00,19.6,13.7,69,22,25.0,100.77,Clear
22803,5235,2012-08-06 03:00:00,18.7,13.2,70,22,25.0,100.79,Clear
22804,5236,2012-08-06 04:00:00,17.7,13.3,75,13,25.0,100.86,Clear
22805,5237,2012-08-06 05:00:00,16.6,13.3,81,9,48.3,100.95,Clear
22806,5238,2012-08-06 06:00:00,18.0,13.8,76,13,48.3,101.01,Clear
22807,5239,2012-08-06 07:00:00,19.0,14.0,73,17,48.3,101.06,Mainly Clear
22808,5240,2012-08-06 08:00:00,19.7,13.6,68,17,48.3,101.09,Mainly Clear
22809,5241,2012-08-06 09:00:00,20.0,13.3,65,20,48.3,101.11,Mostly Cloudy
22810,5242,2012-08-06 10:00:00,20.8,13.2,62,22,48.3,101.13,Mostly Cloudy
22811,5243,2012-08-06 11:00:00,22.1,13.6,59,28,48.3,101.15,Mainly Clear
22812,5244,2012-08-06 12:00:00,21.9,13.0,57,24,48.3,101.17,Mostly Cloudy
22813,5245,2012-08-06 13:00:00,21.4,13.7,61,13,48.3,101.18,Mostly Cloudy
22814,5246,2012-08-06 14:00:00,22.5,13.0,55,13,48.3,101.15,Mostly Cloudy
22815,5247,2012-08-06 15:00:00,22.6,13.8,58,22,48.3,101.12,Mainly Clear
22816,5248,2012-08-06 16:00:00,23.0,12.2,51,19,48.3,101.07,Mainly Clear
22817,5249,2012-08-06 17:00:00,23.0,12.8,53,24,48.3,101.06,Mainly Clear
22818,5250,2012-08-06 18:00:00,23.0,12.8,53,15,48.3,101.03,Mainly Clear
22819,5251,2012-08-06 19:00:00,21.6,12.8,57,9,48.3,101.02,Clear
22820,5252,2012-08-06 20:00:00,22.1,13.5,58,9,25.0,101.03,Clear
22821,5253,2012-08-06 21:00:00,21.7,14.5,64,9,25.0,101.03,Clear
22822,5254,2012-08-06 22:00:00,20.1,15.6,75,13,25.0,101.04,Clear
22823,5255,2012-08-06 23:00:00,20.6,15.1,71,11,25.0,101.05,Clear
22824,5256,2012-08-07 00:00:00,19.6,16.0,80,13,25.0,101.04,Clear
22825,5257,2012-08-07 01:00:00,19.3,15.6,79,17,25.0,101.02,Clear
22826,5258,2012-08-07 02:00:00,18.9,14.8,77,19,25.0,100.99,Clear
22827,5259,2012-08-07 03:00:00,18.2,15.3,83,13,25.0,100.96,Clear
22828,5260,2012-08-07 04:00:00,18.5,15.5,83,11,25.0,100.95,Clear
22829,5261,2012-08-07 05:00:00,16.6,15.0,90,7,48.3,100.99,Clear
22830,5262,2012-08-07 06:00:00,17.9,15.3,85,6,48.3,101.02,Clear
22831,5263,2012-08-07 07:00:00,19.6,16.1,80,15,48.3,101.01,Mainly Clear
22832,5264,2012-08-07 08:00:00,21.2,16.4,74,17,48.3,101.01,Mainly Clear
22833,5265,2012-08-07 09:00:00,22.8,16.7,68,19,48.3,100.99,Mainly Clear
22834,5266,2012-08-07 10:00:00,24.1,17.1,65,24,48.3,100.96,Mainly Clear
22835,5267,2012-08-07 11:00:00,25.3,16.9,60,22,48.3,100.96,Mainly Clear
22836,5268,2012-08-07 12:00:00,26.5,16.1,53,17,48.3,100.9,Mainly Clear
22837,5269,2012-08-07 13:00:00,27.7,15.7,48,20,48.3,100.87,Mainly Clear
22838,5270,2012-08-07 14:00:00,27.6,14.2,44,20,48.3,100.82,Mainly Clear
22839,5271,2012-08-07 15:00:00,28.7,13.6,40,24,48.3,100.79,Mostly Cloudy
22840,5272,2012-08-07 16:00:00,27.4,13.6,43,17,48.3,100.74,Mostly Cloudy
22841,5273,2012-08-07 17:00:00,27.8,13.1,40,15,48.3,100.74,Mostly Cloudy
22842,5274,2012-08-07 18:00:00,27.0,13.8,44,15,48.3,100.74,Mostly Cloudy
22843,5275,2012-08-07 19:00:00,26.3,14.8,49,13,48.3,100.73,Mostly Cloudy
22844,5276,2012-08-07 20:00:00,25.8,13.7,47,17,25.0,100.81,Mostly Cloudy
22845,5277,2012-08-07 21:00:00,21.2,15.0,68,22,25.0,100.9,Cloudy
22846,5278,2012-08-07 22:00:00,20.2,16.6,80,0,25.0,100.86,Mostly Cloudy
22847,5279,2012-08-07 23:00:00,20.2,17.5,84,9,25.0,100.87,Rain Showers
22848,5280,2012-08-08 00:00:00,19.3,18.0,92,7,25.0,100.92,Mostly Cloudy
22849,5281,2012-08-08 01:00:00,18.7,17.8,95,7,25.0,100.94,Mainly Clear
22850,5282,2012-08-08 02:00:00,18.3,17.6,96,4,19.3,100.91,Mainly Clear
22851,5283,2012-08-08 03:00:00,17.4,17.1,98,4,12.9,100.92,Clear
22852,5284,2012-08-08 04:00:00,17.2,16.9,98,4,16.1,100.97,Clear
22853,5285,2012-08-08 05:00:00,16.8,16.7,99,0,19.3,101.02,Mainly Clear
22854,5286,2012-08-08 06:00:00,18.1,17.3,95,0,24.1,101.03,Clear
22855,5287,2012-08-08 07:00:00,19.3,17.4,89,6,48.3,101.09,Clear
22856,5288,2012-08-08 08:00:00,21.1,17.5,80,0,48.3,101.12,Mostly Cloudy
22857,5289,2012-08-08 09:00:00,22.5,16.6,69,4,48.3,101.11,Mainly Clear
22858,5290,2012-08-08 10:00:00,24.1,16.0,61,9,48.3,101.11,Mainly Clear
22859,5291,2012-08-08 11:00:00,24.8,15.2,55,4,48.3,101.08,Mainly Clear
22860,5292,2012-08-08 12:00:00,26.4,11.9,40,0,48.3,101.05,Mainly Clear
22861,5293,2012-08-08 13:00:00,27.4,14.1,44,4,48.3,101.0,Mainly Clear
22862,5294,2012-08-08 14:00:00,28.0,15.6,47,11,24.1,100.98,Mainly Clear
22863,5295,2012-08-08 15:00:00,28.3,14.7,43,7,24.1,100.94,Mostly Cloudy
22864,5296,2012-08-08 16:00:00,28.0,16.1,48,9,24.1,100.92,Mostly Cloudy
22865,5297,2012-08-08 17:00:00,24.8,17.1,62,19,24.1,100.91,Mostly Cloudy
22866,5298,2012-08-08 18:00:00,25.1,16.8,60,9,24.1,100.9,Mostly Cloudy
22867,5299,2012-08-08 19:00:00,25.1,17.0,61,7,24.1,100.9,Rain Showers
22868,5300,2012-08-08 20:00:00,24.3,17.2,65,11,25.0,100.92,Rain Showers
22869,5301,2012-08-08 21:00:00,23.0,17.8,73,6,25.0,100.93,Mostly Cloudy
22870,5302,2012-08-08 22:00:00,23.5,17.1,67,4,25.0,100.89,Mostly Cloudy
22871,5303,2012-08-08 23:00:00,23.1,17.0,69,6,25.0,100.92,Mostly Cloudy
22872,5304,2012-08-09 00:00:00,22.8,17.7,73,9,25.0,100.93,Mainly Clear
22873,5305,2012-08-09 01:00:00,22.8,16.7,68,11,25.0,100.89,Mostly Cloudy
22874,5306,2012-08-09 02:00:00,22.4,16.7,70,4,25.0,100.91,Cloudy
22875,5307,2012-08-09 03:00:00,21.8,17.4,76,9,25.0,100.89,Cloudy
22876,5308,2012-08-09 04:00:00,21.4,17.4,78,11,25.0,100.9,Mostly Cloudy
22877,5309,2012-08-09 05:00:00,21.1,16.9,77,13,24.1,100.93,Cloudy
22878,5310,2012-08-09 06:00:00,20.9,17.0,78,15,24.1,100.98,Cloudy
22879,5311,2012-08-09 07:00:00,20.7,17.3,81,13,24.1,101.01,Cloudy
22880,5312,2012-08-09 08:00:00,21.1,17.5,80,19,24.1,101.01,Cloudy
22881,5313,2012-08-09 09:00:00,21.7,17.5,77,22,24.1,100.98,Cloudy
22882,5314,2012-08-09 10:00:00,21.7,17.0,75,17,24.1,100.98,Cloudy
22883,5315,2012-08-09 11:00:00,23.2,17.3,69,13,24.1,100.98,Cloudy
22884,5316,2012-08-09 12:00:00,24.2,17.8,67,17,24.1,100.92,Cloudy
22885,5317,2012-08-09 13:00:00,23.6,17.4,68,19,24.1,100.94,Cloudy
22886,5318,2012-08-09 14:00:00,24.0,17.8,68,20,24.1,100.86,Rain Showers
22887,5319,2012-08-09 15:00:00,23.7,17.0,66,17,16.1,100.91,Rain Showers
22888,5320,2012-08-09 16:00:00,22.3,18.7,80,19,19.3,100.89,Rain
22889,5321,2012-08-09 17:00:00,21.3,18.7,85,17,12.9,100.93,Rain
22890,5322,2012-08-09 18:00:00,20.4,18.6,89,20,16.1,100.87,Rain
22891,5323,2012-08-09 19:00:00,20.2,18.2,88,13,19.3,100.92,Rain
22892,5324,2012-08-09 20:00:00,20.2,17.7,86,15,25.0,100.88,Cloudy
22893,5325,2012-08-09 21:00:00,19.9,17.5,86,19,25.0,100.87,Cloudy
22894,5326,2012-08-09 22:00:00,20.1,17.0,82,19,25.0,100.83,Cloudy
22895,5327,2012-08-09 23:00:00,19.8,17.0,84,20,25.0,100.77,Cloudy
22896,5328,2012-08-10 00:00:00,19.5,17.0,85,17,25.0,100.74,Cloudy
22897,5329,2012-08-10 01:00:00,19.3,16.8,85,19,25.0,100.68,Cloudy
22898,5330,2012-08-10 02:00:00,20.1,17.0,82,13,25.0,100.66,Cloudy
22899,5331,2012-08-10 03:00:00,19.7,17.3,86,13,25.0,100.65,Cloudy
22900,5332,2012-08-10 04:00:00,19.3,17.6,90,9,9.7,100.67,Rain
22901,5333,2012-08-10 05:00:00,19.0,17.7,92,19,12.9,100.58,Rain
22902,5334,2012-08-10 06:00:00,19.0,17.7,92,9,16.1,100.69,Cloudy
22903,5335,2012-08-10 07:00:00,19.7,18.2,91,7,12.9,100.66,Cloudy
22904,5336,2012-08-10 08:00:00,20.8,18.9,89,9,12.9,100.69,Cloudy
22905,5337,2012-08-10 09:00:00,20.2,18.6,91,13,11.3,100.7,Cloudy
22906,5338,2012-08-10 10:00:00,20.2,18.5,90,11,11.3,100.75,Cloudy
22907,5339,2012-08-10 11:00:00,19.9,18.5,92,15,6.4,100.73,Fog
22908,5340,2012-08-10 12:00:00,20.8,18.8,88,17,6.4,100.73,Fog
22909,5341,2012-08-10 13:00:00,21.3,19.2,88,19,6.4,100.7,"Rain,Fog"
22910,5342,2012-08-10 14:00:00,21.7,19.3,86,19,8.0,100.64,"Rain,Fog"
22911,5343,2012-08-10 15:00:00,21.0,19.5,91,20,6.4,100.63,"Rain,Fog"
22912,5344,2012-08-10 16:00:00,20.7,19.0,90,20,8.0,100.65,"Rain,Fog"
22913,5345,2012-08-10 17:00:00,20.6,19.0,91,20,8.0,100.63,"Rain,Fog"
22914,5346,2012-08-10 18:00:00,20.0,18.9,93,22,6.4,100.62,"Rain,Fog"
22915,5347,2012-08-10 19:00:00,19.6,18.5,93,24,4.8,100.63,"Rain,Fog"
22916,5348,2012-08-10 20:00:00,19.1,17.9,93,17,12.9,100.65,Rain
22917,5349,2012-08-10 21:00:00,18.5,17.7,95,22,16.1,100.62,Rain
22918,5350,2012-08-10 22:00:00,18.2,17.4,95,20,25.0,100.58,Cloudy
22919,5351,2012-08-10 23:00:00,18.0,17.2,95,19,25.0,100.56,Cloudy
22920,5352,2012-08-11 00:00:00,17.9,17.0,94,20,16.1,100.57,Cloudy
22921,5353,2012-08-11 01:00:00,17.5,16.7,95,19,16.1,100.57,Cloudy
22922,5354,2012-08-11 02:00:00,17.6,16.8,95,19,16.1,100.54,Cloudy
22923,5355,2012-08-11 03:00:00,17.5,16.7,95,22,16.1,100.53,Cloudy
22924,5356,2012-08-11 04:00:00,17.2,16.7,97,24,16.1,100.54,Rain Showers
22925,5357,2012-08-11 05:00:00,17.2,16.7,97,22,12.9,100.57,Cloudy
22926,5358,2012-08-11 06:00:00,17.4,16.7,96,20,16.1,100.61,Cloudy
22927,5359,2012-08-11 07:00:00,18.4,17.2,93,17,12.9,100.65,Cloudy
22928,5360,2012-08-11 08:00:00,19.4,17.8,90,15,12.9,100.66,Cloudy
22929,5361,2012-08-11 09:00:00,20.4,18.0,86,15,24.1,100.66,Cloudy
22930,5362,2012-08-11 10:00:00,22.3,19.0,82,11,24.1,100.65,Cloudy
22931,5363,2012-08-11 11:00:00,23.9,19.8,78,13,24.1,100.61,Mostly Cloudy
22932,5364,2012-08-11 12:00:00,26.1,20.6,72,9,24.1,100.58,Mostly Cloudy
22933,5365,2012-08-11 13:00:00,26.9,20.0,66,15,24.1,100.51,Cloudy
22934,5366,2012-08-11 14:00:00,27.3,20.1,65,17,24.1,100.47,Cloudy
22935,5367,2012-08-11 15:00:00,27.5,19.9,63,19,24.1,100.42,Cloudy
22936,5368,2012-08-11 16:00:00,26.8,20.5,68,9,24.1,100.36,Cloudy
22937,5369,2012-08-11 17:00:00,20.2,19.5,96,32,12.9,100.58,"Thunderstorms,Rain Showers"
22938,5370,2012-08-11 18:00:00,19.6,18.7,95,19,24.1,100.59,Rain Showers
22939,5371,2012-08-11 19:00:00,20.4,18.6,89,11,24.1,100.59,Mainly Clear
22940,5372,2012-08-11 20:00:00,19.9,18.9,94,13,25.0,100.65,Mostly Cloudy
22941,5373,2012-08-11 21:00:00,20.0,18.5,91,9,25.0,100.68,Mostly Cloudy
22942,5374,2012-08-11 22:00:00,20.0,18.6,92,9,25.0,100.72,Cloudy
22943,5375,2012-08-11 23:00:00,20.0,18.8,93,9,25.0,100.71,Mostly Cloudy
22944,5376,2012-08-12 00:00:00,20.1,18.9,93,4,19.3,100.7,Mostly Cloudy
22945,5377,2012-08-12 01:00:00,19.7,19.2,97,6,19.3,100.69,Cloudy
22946,5378,2012-08-12 02:00:00,19.7,19.0,96,4,12.9,100.66,Cloudy
22947,5379,2012-08-12 03:00:00,19.5,19.0,97,0,12.9,100.65,Mostly Cloudy
22948,5380,2012-08-12 04:00:00,19.5,18.8,96,4,9.7,100.68,Fog
22949,5381,2012-08-12 05:00:00,19.6,18.7,95,4,8.0,100.75,Fog
22950,5382,2012-08-12 06:00:00,19.8,18.9,95,9,12.9,100.75,Mostly Cloudy
22951,5383,2012-08-12 07:00:00,20.5,19.0,91,7,24.1,100.79,Mostly Cloudy
22952,5384,2012-08-12 08:00:00,21.6,17.8,79,15,24.1,100.8,Mostly Cloudy
22953,5385,2012-08-12 09:00:00,22.3,16.6,70,19,48.3,100.79,Mainly Clear
22954,5386,2012-08-12 10:00:00,22.9,16.7,68,17,48.3,100.76,Mainly Clear
22955,5387,2012-08-12 11:00:00,24.0,17.6,67,13,48.3,100.72,Mainly Clear
22956,5388,2012-08-12 12:00:00,24.4,16.9,63,17,48.3,100.67,Mainly Clear
22957,5389,2012-08-12 13:00:00,25.4,17.2,60,13,48.3,100.64,Mainly Clear
22958,5390,2012-08-12 14:00:00,26.4,17.0,56,13,48.3,100.62,Mainly Clear
22959,5391,2012-08-12 15:00:00,26.2,16.9,57,15,48.3,100.58,Mainly Clear
22960,5392,2012-08-12 16:00:00,26.7,16.9,55,17,48.3,100.56,Mainly Clear
22961,5393,2012-08-12 17:00:00,26.0,16.9,57,17,24.1,100.55,Mostly Cloudy
22962,5394,2012-08-12 18:00:00,23.2,18.6,75,15,48.3,100.61,Mainly Clear
22963,5395,2012-08-12 19:00:00,23.2,17.8,72,15,24.1,100.63,Mainly Clear
22964,5396,2012-08-12 20:00:00,22.9,17.5,72,13,25.0,100.69,Mainly Clear
22965,5397,2012-08-12 21:00:00,22.3,17.8,76,11,25.0,100.71,Mainly Clear
22966,5398,2012-08-12 22:00:00,21.8,17.7,78,17,25.0,100.7,Mainly Clear
22967,5399,2012-08-12 23:00:00,21.8,17.8,78,19,25.0,100.69,Mainly Clear
22968,5400,2012-08-13 00:00:00,21.3,17.3,78,22,25.0,100.68,Clear
22969,5401,2012-08-13 01:00:00,20.9,17.5,81,15,25.0,100.68,Clear
22970,5402,2012-08-13 02:00:00,20.4,17.6,84,13,25.0,100.67,Mainly Clear
22971,5403,2012-08-13 03:00:00,20.2,18.0,87,9,25.0,100.7,Mainly Clear
22972,5404,2012-08-13 04:00:00,19.5,17.3,87,9,25.0,100.74,Mainly Clear
22973,5405,2012-08-13 05:00:00,19.5,17.5,88,13,24.1,100.78,Mainly Clear
22974,5406,2012-08-13 06:00:00,19.7,17.6,88,13,24.1,100.81,Mainly Clear
22975,5407,2012-08-13 07:00:00,19.9,17.5,86,19,19.3,100.87,Cloudy
22976,5408,2012-08-13 08:00:00,20.9,18.0,83,13,19.3,100.89,Mostly Cloudy
22977,5409,2012-08-13 09:00:00,21.9,18.0,79,15,19.3,100.88,Mostly Cloudy
22978,5410,2012-08-13 10:00:00,22.4,17.8,75,22,19.3,100.88,Mostly Cloudy
22979,5411,2012-08-13 11:00:00,22.5,17.8,75,20,24.1,100.87,Mostly Cloudy
22980,5412,2012-08-13 12:00:00,23.8,17.4,67,17,24.1,100.85,Mostly Cloudy
22981,5413,2012-08-13 13:00:00,25.2,17.9,64,20,24.1,100.82,Mostly Cloudy
22982,5414,2012-08-13 14:00:00,25.1,17.4,62,19,24.1,100.79,Mostly Cloudy
22983,5415,2012-08-13 15:00:00,25.4,17.4,61,13,24.1,100.74,Mostly Cloudy
22984,5416,2012-08-13 16:00:00,25.2,17.1,61,19,24.1,100.76,Mostly Cloudy
22985,5417,2012-08-13 17:00:00,24.5,18.0,67,11,24.1,100.78,Mostly Cloudy
22986,5418,2012-08-13 18:00:00,24.6,16.9,62,11,24.1,100.8,Mostly Cloudy
22987,5419,2012-08-13 19:00:00,24.4,17.4,65,7,24.1,100.8,Mainly Clear
22988,5420,2012-08-13 20:00:00,23.2,17.6,71,7,25.0,100.83,Mainly Clear
22989,5421,2012-08-13 21:00:00,22.4,17.8,75,6,25.0,100.87,Mainly Clear
22990,5422,2012-08-13 22:00:00,22.2,17.7,76,9,25.0,100.88,Mainly Clear
22991,5423,2012-08-13 23:00:00,21.7,17.3,76,9,25.0,100.86,Mainly Clear
22992,5424,2012-08-14 00:00:00,21.2,17.4,79,7,25.0,100.85,Mainly Clear
22993,5425,2012-08-14 01:00:00,21.1,17.7,81,9,25.0,100.85,Mainly Clear
22994,5426,2012-08-14 02:00:00,20.9,18.2,85,11,25.0,100.83,Mostly Cloudy
22995,5427,2012-08-14 03:00:00,20.7,17.6,82,11,25.0,100.82,Mainly Clear
22996,5428,2012-08-14 04:00:00,19.5,17.4,88,6,25.0,100.83,Mostly Cloudy
22997,5429,2012-08-14 05:00:00,19.8,17.3,86,7,24.1,100.84,Mainly Clear
22998,5430,2012-08-14 06:00:00,20.9,17.2,79,9,24.1,100.83,Mostly Cloudy
22999,5431,2012-08-14 07:00:00,21.0,16.7,76,13,24.1,100.88,Mostly Cloudy
23000,5432,2012-08-14 08:00:00,21.9,17.1,74,9,24.1,100.87,Mostly Cloudy
23001,5433,2012-08-14 09:00:00,21.9,17.8,78,11,24.1,100.89,Cloudy
23002,5434,2012-08-14 10:00:00,21.9,18.1,79,15,24.1,100.88,Cloudy
23003,5435,2012-08-14 11:00:00,21.9,18.2,80,15,24.1,100.86,Cloudy
23004,5436,2012-08-14 12:00:00,22.6,18.5,78,9,24.1,100.84,Cloudy
23005,5437,2012-08-14 13:00:00,23.7,19.2,76,15,24.1,100.79,Mostly Cloudy
23006,5438,2012-08-14 14:00:00,24.2,18.5,71,13,24.1,100.75,Mostly Cloudy
23007,5439,2012-08-14 15:00:00,25.7,18.4,64,15,24.1,100.71,Mostly Cloudy
23008,5440,2012-08-14 16:00:00,24.5,17.2,64,7,24.1,100.69,Mostly Cloudy
23009,5441,2012-08-14 17:00:00,24.9,17.2,62,7,24.1,100.67,Mostly Cloudy
23010,5442,2012-08-14 18:00:00,24.5,17.1,63,6,24.1,100.69,Mostly Cloudy
23011,5443,2012-08-14 19:00:00,24.3,17.2,65,0,24.1,100.67,Mostly Cloudy
23012,5444,2012-08-14 20:00:00,23.3,17.8,71,6,25.0,100.68,Mostly Cloudy
23013,5445,2012-08-14 21:00:00,23.0,18.5,76,6,25.0,100.69,Cloudy
23014,5446,2012-08-14 22:00:00,22.2,17.7,76,4,25.0,100.66,Cloudy
23015,5447,2012-08-14 23:00:00,21.7,17.8,79,4,25.0,100.64,Cloudy
23016,5448,2012-08-15 00:00:00,21.4,17.4,78,4,25.0,100.61,Cloudy
23017,5449,2012-08-15 01:00:00,21.2,18.0,82,20,25.0,100.65,Rain Showers
